,Company Name,CIK
2569,SONOCO PRODUCTS CO,91767
2570,SONOSITE INC,1055355
2571,SONUS NETWORKS INC,1105472
2572,SONUS PHARMACEUTICALS INC,949858
2573,SOUTH CAROLINA ELECTRIC & GAS CO,91882
2574,SOUTH HERTFORDSHIRE UNITED KINGDOM FUND LTD,857957
2575,SOUTH JERSEY INDUSTRIES INC,91928
2576,SOUTHCOAST FINANCIAL CORP,1083689
2577,SOUTHEASTERN BANKING CORP,353386
2578,SOUTHERN CALIFORNIA EDISON CO,92103
2579,SOUTHERN CALIFORNIA GAS CO,92108
2580,SOUTHERN CALIFORNIA WATER CO,92116
2581,SOUTHERN CO,92122
2582,SOUTHERN COMMUNITY FINANCIAL CORP,1159427
2583,SOUTHERN NATURAL GAS CO,92232
2584,SOUTHERN PERU COPPER CORP/,1001838
2585,SOUTHERN POWER CO,1160661
2586,SOUTHERN STAR CENTRAL CORP,1260349
2587,SOUTHERN UNION CO,203248
2588,SOUTHSIDE BANCSHARES INC,705432
2589,SOUTHWALL TECHNOLOGIES INC /DE/,813619
2590,SOUTHWEST AIRLINES CO,92380
2591,SOUTHWEST BANCORP INC,914374
2592,SOUTHWEST GAS CORP,92416
2593,SOUTHWEST GEORGIA FINANCIAL CORP,315849
2594,SOUTHWEST OIL & GAS INCOME FUND IX-A LP,847320
2595,SOUTHWEST OIL & GAS INCOME FUND X-A LP,859905
2596,SOUTHWEST OIL & GAS INCOME FUND X-B LP,859906
2597,SOUTHWEST ROYALTIES INSTITUTIONAL INCOME FUND IX-B LP,847384
2598,SOUTHWEST ROYALTIES INSTITUTIONAL INCOME FUND VII-B L P,810117
2599,SOUTHWEST ROYALTIES INSTITUTIONAL INCOME FUND X-B LP,859911
2600,SOUTHWESTERN ELECTRIC POWER CO,92487
2601,SOUTHWESTERN ENERGY CO,7332
2602,SOUTHWESTERN PUBLIC SERVICE CO,92521
2603,SOVEREIGN BANCORP INC,811830
2604,SOVRAN SELF STORAGE INC,944314
2605,SPACEHAB INC \WA\,1001907
2606,SPAN AMERICA MEDICAL SYSTEMS INC,718924
2607,SPANISH BROADCASTING SYSTEM INC,927720
2608,SPARTAN MOTORS INC,743238
2609,SPARTAN STORES INC,877422
2610,SPARTECH CORP,77597
2611,SPARTON CORP,92679
2612,SPATIALIZER AUDIO LABORATORIES INC,890821
2613,SPECTRANETICS CORP,789132
2614,SPECTRUM PHARMACEUTICALS INC,831547
2615,SPEEDWAY MOTORSPORTS INC,934648
2616,SPHERIX INC,12239
2617,SPORT CHALET INC,892907
2618,SPRINT CORP,101830
2619,SPX CORP,88205
2620,SRI SURGICAL EXPRESS INC,1014041
2621,SRS LABS INC,1016470
2622,SS&C TECHNOLOGIES INC,1011661
2623,ST JOE CO,745308
2624,ST JUDE MEDICAL INC,203077
2625,ST PAUL TRAVELERS COMPANIES INC,86312
2626,STAAR SURGICAL CO,718937
2627,STAMPS.COM INC,1082923
2628,STANADYNE CORP,1053439
2629,STANCORP FINANCIAL GROUP INC,1079577
2630,STANDARD MOTOR PRODUCTS INC,93389
2631,STANDARD PACIFIC CORP /DE/,878560
2632,STANDARD PARKING CORP,1059262
2633,STANDARD REGISTER CO,93456
2634,STANDEX INTERNATIONAL CORP/DE/,310354
2635,STANLEY FURNITURE CO INC/,797465
2636,STAPLES INC,791519
2637,STAR SCIENTIFIC INC,776008
2638,STARBUCKS CORP,829224
2639,STARRETT L S CO,93676
2640,STARTEK INC,1031029
2641,STARWOOD HOTEL & RESORTS WORLDWIDE INC,316206
2642,STATE AUTO FINANCIAL CORP,874977
2643,STATE BANCORP INC,723458
2644,STATE STREET CORP,93751
2645,STATER BROS HOLDINGS INC,882829
2646,STEAK & SHAKE CO,93859
2647,STEEL DYNAMICS INC,1022671
2648,STEINWAY MUSICAL INSTRUMENTS INC,911583
2649,STEMCELLS INC,883975
2650,STEPAN CO,94049
2651,STERICYCLE INC,861878
2652,STERIS CORP,815065
2653,STERLING BANCORP,93451
2654,STERLING CONSTRUCTION CO INC,874238
2655,STERLING FINANCIAL CORP /WA/,891106
2656,"STEVEN MADDEN, LTD.",913241
2657,STEWARDSHIP FINANCIAL CORP,1023860
2658,STEWART ENTERPRISES INC,878522
2659,STEWART INFORMATION SERVICES CORP,94344
2660,STIFEL FINANCIAL CORP,720672
2661,STILLWATER MINING CO /DE/,931948
2662,STONE ENERGY CORP,904080
2663,STONERIDGE INC,1043337
2664,STRATASYS INC,915735
2665,STRATEGIC DIAGNOSTICS INC/DE/,911649
2666,STRATEGIC HOTEL CAPITAL INC,1057436
2667,STRATTEC SECURITY CORP,933034
2668,STRATUS PROPERTIES INC,885508
2669,STRAYER EDUCATION INC,1013934
2670,STREICHER MOBILE FUELING INC,1024452
2671,STRYKER CORP,310764
2672,STURM RUGER & CO INC,95029
2673,SUFFOLK BANCORP,754673
2674,SUMMIT FINANCIAL GROUP INC,811808
2675,SUN BANCORP INC /NJ/,1017793
2676,SUN COMMUNITIES INC,912593
2677,SUN HEALTHCARE GROUP INC,904978
2678,SUN HYDRAULICS CORP,1024795
2679,SUNGARD DATA SYSTEMS INC,789388
2680,SUNLINK HEALTH SYSTEMS INC,96793
2681,SUNOCO INC,95304
2682,SUNOCO LOGISTICS PARTNERS LP,1161154
2683,SUNOPTA INC,351834
2684,SUNRISE SENIOR LIVING INC,1011064
2685,SUNSET FINANCIAL RESOURCES INC,1270436
2686,SUNTRUST BANKS INC,750556
2687,SUPER TEST PETROLEUM INC,1045545
2688,SUPERCONDUCTOR TECHNOLOGIES INC,895665
2689,SUPERGEN INC,919722
2690,SUPERIOR ENERGY SERVICES INC,886835
2691,SUPERIOR INDUSTRIES INTERNATIONAL INC,95552
2692,SUPERIOR UNIFORM GROUP INC,95574
2693,SUPERTEX INC,730000
2694,SUPERVALU INC,95521
2695,SUPPORTSOFT INC,1104855
2696,SUPREME INDUSTRIES INC,350846
2697,SUREWEST COMMUNICATIONS,943117
2698,SURMODICS INC,924717
2699,SUSQUEHANNA BANCSHARES INC,700863
2700,"SWANK, INC.",95779
2701,SWIFT ENERGY CO,351817
2702,SWS GROUP INC,878520
2703,SYCAMORE NETWORKS INC,1092367
2704,SYKES ENTERPRISES INC,1010612
2705,SYMANTEC CORP,849399
2706,SYMBION INC/TN,1091312
2707,SYMMETRICOM INC,82628
2708,SYMS CORP,724742
2709,SYNALLOY CORP,95953
2710,SYNAPTICS INC,817720
2711,SYNIVERSE HOLDINGS INC,1169264
2712,SYNNEX CORP,1177394
2713,SYNOPSYS INC,883241
2714,SYNOVUS FINANCIAL CORP,18349
2715,SYNTEL INC,1040426
2716,SYNTHETIC BLOOD INTERNATIONAL INC,34956
2717,SYNTROLEUM CORP,1029023
2718,SYPRIS SOLUTIONS INC,864240
2719,SYSCO CORP,96021
2720,SYSTEM ENERGY RESOURCES INC,202584
2721,SOLO CUP CO,1294608
2722,"STEREOTAXIS, INC.",1289340
2723,"SUNSTONE HOTEL INVESTORS, INC.",1295810
2724,SYMMETRY MEDICAL INC.,1292055
2725,TAKE TWO INTERACTIVE SOFTWARE INC,946581
2726,TAMPA ELECTRIC CO,96271
2727,TANDY BRANDS ACCESSORIES INC,869487
2728,TANGER FACTORY OUTLET CENTERS INC,899715
2729,TANGER PROPERTIES LTD PARTNERSHIP /NC/,1004036
2730,TASA PRODUCTS LTD,318346
2731,TAUBMAN CENTERS INC,890319
2732,TAYLOR CALVIN B BANKSHARES INC,1003986
2733,TAYLOR CAPITAL GROUP INC,1025536
2734,TCF FINANCIAL CORP,814184
2735,TEAM INC,318833
2736,TEAMSTAFF INC,785557
2737,TECH OPS SEVCON INC,825411
2738,TECHE HOLDING CO,934538
2739,TECHNE CORP /MN/,842023
2740,TECHNITROL INC,96763
2741,TECHNOLOGY INVESTMENT CAPITAL CORP,1259429
2742,TECO ENERGY INC,350563
2743,TECUMSEH PRODUCTS CO,96831
2744,TEGAL CORP /DE/,931059
2745,TEJON RANCH CO,96869
2746,TEL INSTRUMENT ELECTRONICS CORP,96885
2747,TELECOMMUNICATION SYSTEMS INC /FA/,1111665
2748,TELEDYNE TECHNOLOGIES INC,1094285
2749,TELEFLEX INC,96943
2750,TELEPHONE & DATA SYSTEMS INC /DE/,1051512
2751,TELESOURCE INTERNATIONAL INC,1082198
2752,TELETECH HOLDINGS INC,1013880
2753,TELETOUCH COMMUNICATIONS INC,928659
2754,TELEWEST GLOBAL INC,1270400
2755,TELIK INC,1109196
2756,TELLABS INC,317771
2757,TELULAR CORP,915324
2758,TEMPLE INLAND INC,731939
2759,TEMPUR PEDIC INTERNATIONAL INC,1206264
2760,TENET HEALTHCARE CORP,70318
2761,TENGASCO INC,1001614
2762,TENNANT CO,97134
2763,TENNECO AUTOMOTIVE INC,1024725
2764,TENNESSEE GAS PIPELINE CO,97142
2765,TERADYNE INC,97210
2766,TERRA NITROGEN CO L P /DE,879575
2767,TESORO CORP /NEW/,50104
2768,TESSCO TECHNOLOGIES INC,927355
2769,TESSERA TECHNOLOGIES INC,1261694
2770,TETRA TECH INC,831641
2771,TETRA TECHNOLOGIES INC,844965
2772,TEXAS CAPITAL BANCSHARES INC/TX,1077428
2773,TEXAS INSTRUMENTS INC,97476
2774,TEXAS NEW MEXICO POWER CO,22767
2775,TEXAS VANGUARD OIL CO,315261
2776,TEXTRON INC,217346
2777,TF FINANCIAL CORP,921051
2778,THERAGENICS CORP,795551
2779,THERAVANCE INC,1080014
2780,THERMADYNE HOLDINGS CORP /DE,850660
2781,THERMO ELECTRON CORP,97745
2782,THERMOGENESIS CORP,811212
2783,THESTREET COM,1080056
2784,THOMAS & BETTS CORP,97854
2785,THOMAS GROUP INC,900017
2786,THOMAS PROPERTIES GROUP INC,1283709
2787,THOR INDUSTRIES INC,730263
2788,THORATEC CORP,350907
2789,THQ INC,865570
2790,THRESHOLD PHARMACEUTICALS INC,1183765
2791,TIB FINANCIAL CORP.,1013796
2792,TIBCO SOFTWARE INC,1085280
2793,TIDEWATER INC,98222
2794,TIER TECHNOLOGIES INC,1045150
2795,TII NETWORK TECHNOLOGIES INC,277928
2796,TIMBERLAND BANCORP INC,1046050
2797,TIME WARNER INC,1105705
2798,TIME WARNER TELECOM INC,1057758
2799,TIMKEN CO,98362
2800,TITAN INTERNATIONAL INC,899751
2801,TITAN PHARMACEUTICALS INC,910267
2802,TITANIUM METALS CORP,1011657
2803,TJX COMPANIES INC /DE/,109198
2804,TNS INC,1268671
2805,TOLEDO EDISON CO,352049
2806,TOLL BROTHERS INC,794170
2807,TOMPKINS TRUSTCO INC,1005817
2808,TOOTSIE ROLL INDUSTRIES INC,98677
2809,TORCHMARK CORP,320335
2810,TOREADOR RESOURCES CORP,98720
2811,TORO CO,737758
2812,TOTAL SYSTEM SERVICES INC,721683
2813,TOWER BANCORP INC,740942
2814,TOWER FINANCIAL CORP,1072847
2815,TOWN SPORTS INTERNATIONAL HOLDINGS INC,1281774
2816,TOYOTA MOTOR CREDIT CORP,834071
2817,TRACTOR SUPPLY CO /DE/,916365
2818,TRAILER BRIDGE INC,1039184
2819,TRANS LUX CORP,99106
2820,TRANSACT TECHNOLOGIES INC,1017303
2821,TRANSACTION SYSTEMS ARCHITECTS INC,935036
2822,TRANSATLANTIC HOLDINGS INC,862510
2823,TRANSCAT INC,99302
2824,TRANSCEND SERVICES INC,858452
2825,TRANSCONTINENTAL GAS PIPE LINE CORP,99250
2826,TRANSCONTINENTAL REALTY INVESTORS INC,733590
2827,TRANSTECHNOLOGY CORP,99359
2828,TRANSWITCH CORP /DE,944739
2829,TRAVELERS INSURANCE CO,733076
2830,TRAVELZOO INC,1133311
2831,TRC COMPANIES INC /DE/,103096
2832,TREDEGAR CORP,850429
2833,TREX CO INC,1069878
2834,TRI CITY BANKSHARES CORP,313337
2835,TRI COUNTY FINANCIAL CORP /MD/,855874
2836,TRI VALLEY CORP,22551
2837,TRIAD GUARANTY INC,911631
2838,TRICO BANCSHARES /,356171
2839,TRIDENT MICROSYSTEMS INC,859475
2840,TRIMAS CORP,842633
2841,TRIMBLE NAVIGATION LTD /CA/,864749
2842,TRIMERIS INC,911326
2843,TRINITY CAPITAL CORP,99771
2844,TRINITY INDUSTRIES INC,99780
2845,TRIPLE-S MANAGEMENT CORP,1171662
2846,TRIQUINT SEMICONDUCTOR INC,913885
2847,TRIUMPH GROUP INC /,1021162
2848,TRUMP HOTELS & CASINO RESORTS INC,943320
2849,TRUSTCO BANK CORP N Y,357301
2850,TRUSTMARK CORP,36146
2851,TRW AUTOMOTIVE HOLDINGS CORP,1267097
2852,TSR INC,98338
2853,TTM TECHNOLOGIES INC,1116942
2854,TUCOWS INC /PA/,909494
2855,TUCSON ELECTRIC POWER CO,100122
2856,TUESDAY MORNING CORP/DE,878726
2857,TUFCO TECHNOLOGIES INC,895329
2858,TULLYS COFFEE CORP,944136
2859,TUPPERWARE CORP,1008654
2860,TWENTY SERVICES INC,31704
2861,TWIN DISC INC,100378
2862,TXU CORP /TX/,1023291
2863,TXU ELECTRIC DELIVERY CO,1193311
2864,TXU ELECTRIC DELIVERY TRANSITION BOND CO LLC,1100179
2865,TYCO INTERNATIONAL LTD /BER/,833444
2866,TYLER TECHNOLOGIES INC,860731
2867,TYSON FOODS INC,100493
2868,"TEXAS ROADHOUSE, INC.",1289460
2869,"TOWER GROUP, INC.",1289592
2870,U S GLOBAL INVESTORS INC,754811
2871,U S PHYSICAL THERAPY INC /NV,885978
2872,UAL CORP /DE/,100517
2873,UCDP FINANCE INC,1262449
2874,UCN INC,1087934
2875,UFP TECHNOLOGIES INC,914156
2876,UGI CORP /PA/,884614
2877,UGI UTILITIES INC,100548
2878,UIL HOLDINGS CORP,1082510
2879,ULTIMATE SOFTWARE GROUP INC,1016125
2880,ULTRA CLEAN HOLDINGS INC,1275014
2881,ULTRA PETROLEUM CORP,1022646
2882,ULTRALIFE BATTERIES INC,875657
2883,ULTRATECH INC,909791
2884,UMB FINANCIAL CORP,101382
2885,UMPQUA HOLDINGS CORP,1077771
2886,UNICO AMERICAN CORP,100716
2887,UNIFI INC,100726
2888,UNIFIED WESTERN GROCERS INC,320431
2889,UNIFIRST CORP,717954
2890,UNIFY CORP,880562
2891,UNIGENE LABORATORIES INC,352747
2892,UNION BANKSHARES CORP,883948
2893,UNION BANKSHARES INC,706863
2894,UNION CARBIDE CORP /NEW/,100790
2895,UNION ELECTRIC CO,100826
2896,UNION PACIFIC CORP,100885
2897,UNIONBANCAL CORP,1011659
2898,UNIONBANCORP INC,1019650
2899,UNIPROP MANUFACTURED HOUSING COMMUNITIES INCOME FUND II /MI/,805993
2900,UNISOURCE ENERGY CORP,941138
2901,UNISYS CORP,746838
2902,UNIT CORP,798949
2903,UNITED AIR LINES INC,101001
2904,UNITED AMERICAN HEALTHCARE CORP,867963
2905,UNITED ARTISTS THEATRE CIRCUIT INC /MD/,889570
2906,UNITED AUTO GROUP INC,1019849
2907,UNITED BANCORP INC /MI/,775345
2908,UNITED BANCORP INC /OH/,731653
2909,UNITED BANCORPORATION OF ALABAMA INC,704561
2910,UNITED BANCSHARES INC/OH,1087456
2911,UNITED BANKSHARES INC/WV,729986
2912,UNITED COMMUNITY BANKS INC,857855
2913,UNITED COMMUNITY FINANCIAL CORP,707886
2914,UNITED DOMINION REALTY TRUST INC,74208
2915,UNITED FIRE & CASUALTY CO,101199
2916,UNITED JET CENTER INC,1045542
2917,UNITED MOBILE HOMES INC,752642
2918,UNITED NATURAL FOODS INC,1020859
2919,UNITED ONLINE INC,1142701
2920,UNITED PARCEL SERVICE INC,1090727
2921,UNITED REFINING CO,101462
2922,UNITED REFINING CO /PA/,1040270
2923,UNITED SECURITY BANCSHARES INC,717806
2924,UNITED STATES CELLULAR CORP,821130
2925,UNITED STATES LIME & MINERALS INC,82020
2926,UNITED STATES STEEL CORP,1163302
2927,UNITED STATIONERS INC,355999
2928,UNITED SURGICAL PARTNERS INTERNATIONAL INC,1101723
2929,UNITED TECHNOLOGIES CORP /DE/,101829
2930,UNITED THERAPEUTICS CORP,1082554
2931,UNITED TRUST GROUP INC,832480
2932,UNITEDHEALTH GROUP INC,731766
2933,UNITIL CORP,755001
2934,UNITRIN INC,860748
2935,UNITY BANCORP INC /DE/,920427
2936,UNIVERSAL CITY DEVELOPMENT PARTNERS LTD,1262450
2937,UNIVERSAL CORP /VA/,102037
2938,UNIVERSAL DISPLAY CORP \PA\,1005284
2939,UNIVERSAL ELECTRONICS INC,101984
2940,UNIVERSAL FOREST PRODUCTS INC,912767
2941,UNIVERSAL HEALTH REALTY INCOME TRUST,798783
2942,UNIVERSAL HEALTH SERVICES INC,352915
2943,UNIVERSAL HOSPITAL SERVICES INC,886171
2944,UNIVERSAL SECURITY INSTRUMENTS INC,102109
2945,UNIVERSAL STAINLESS & ALLOY PRODUCTS INC,931584
2946,UNIVERSAL TECHNICAL INSTITUTE INC,1261654
2947,UNIVEST CORP OF PENNSYLVANIA,102212
2948,UNOVA INC,1044590
2949,UQM TECHNOLOGIES INC,315449
2950,UROLOGIX INC,882873
2951,URS CORP /NEW/,102379
2952,US AIRWAYS GROUP INC,701345
2953,US AIRWAYS INC,714560
2954,US BANCORP \DE\,36104
2955,US CONCRETE INC,1073429
2956,US HOME SYSTEMS INC,844789
2957,"USA MOBILITY, INC",1289945
2958,USA TECHNOLOGIES INC,896429
2959,USA TRUCK INC,883945
2960,USA VIDEO INTERACTIVE CORP,1107280
2961,USANA HEALTH SCIENCES INC,896264
2962,USEC INC,1065059
2963,USG CORP,757011
2964,UTAH MEDICAL PRODUCTS INC,706698
2965,UTEK CORP,1098482
2966,"UNIVERSAL TRUCKLOAD SERVICES, INC.",1308208
2967,V F CORP,103379
2968,VA SOFTWARE CORP,1096199
2969,VAIL RESORTS INC,812011
2970,VALASSIS COMMUNICATIONS INC,883293
2971,VALENCE TECHNOLOGY INC,885551
2972,VALERO ENERGY CORP/TX,1035002
2973,VALHI INC /DE/,59255
2974,VALLEY FORGE SCIENTIFIC CORP,836429
2975,VALLEY NATIONAL BANCORP,714310
2976,VALMONT INDUSTRIES INC,102729
2977,VALOR COMMUNICATIONS GROUP INC,1282266
2978,VALPEY FISHER CORP,85608
2979,VALSPAR CORP,102741
2980,VALUE LINE INC,717720
2981,VALUECLICK INC/CA,1080034
2982,VANGUARD HEALTH SYSTEMS INC,1045829
2983,VARIAN MEDICAL SYSTEMS INC,203527
2984,VASCO DATA SECURITY INTERNATIONAL INC,1044777
2985,VASCULAR SOLUTIONS INC,1030206
2986,VASOMEDICAL INC,839087
2987,VCA ANTECH INC,817366
2988,VECTOR GROUP LTD,59440
2989,VECTREN CORP,1096385
2990,VECTREN UTILITY HOLDINGS INC,1129542
2991,VEECO INSTRUMENTS INC,103145
2992,VENTAS INC,740260
2993,VERAMARK TECHNOLOGIES INC,747605
2994,VERILINK CORP,774937
2995,VERISIGN INC/CA,1014473
2996,VERIZON COMMUNICATIONS INC,732712
2997,VERSAR INC,803647
2998,VERTEX PHARMACEUTICALS INC / MA,875320
2999,VIACOM INC,813828
3000,VIAD CORP,884219
3001,VIASAT INC,797721
3002,VICAL INC,819050
3003,VICON INDUSTRIES INC /NY/,310056
3004,VICOR CORP,751978
3005,VIDEO DISPLAY CORP,758743
3006,VILLAGE SUPER MARKET INC,103595
3007,VIRGINIA COMMERCE BANCORP INC,1099305
3008,VIRGINIA ELECTRIC & POWER CO,103682
3009,VIRGINIA FINANCIAL GROUP INC,1036070
3010,VIROPHARMA INC,946840
3011,VISHAY INTERTECHNOLOGY INC,103730
3012,VISION SCIENCES INC /DE/,894237
3013,VISTA GOLD CORP,783324
3014,VISTEON CORP,1111335
3015,VITESSE SEMICONDUCTOR CORP,880446
3016,VITRAN CORP INC,946823
3017,VIVUS INC,881524
3018,VOLTERRA SEMICONDUCTOR CORP,1050550
3019,VSE CORP,102752
3020,VULCAN ASPHALT REFINING CORP,1045546
3021,W R GRACE & CO,1045309
3022,W&T OFFSHORE INC,1288403
3023,WABASH NATIONAL CORP /DE,879526
3024,WACHOVIA PREFERRED FUNDING CORP,1188382
3025,WADDELL & REED FINANCIAL INC,1052100
3026,WAL MART STORES INC,104169
3027,WALGREEN CO,104207
3028,WALT DISNEY CO/,1001039
3029,WALTER INDUSTRIES INC /NEW/,837173
3030,WARNACO GROUP INC /DE/,801351
3031,WARREN RESOURCES INC,892986
3032,WASHINGTON BANKING CO,1058690
3033,WASHINGTON FEDERAL INC,936528
3034,WASHINGTON GAS LIGHT CO,104819
3035,WASHINGTON POST CO,104889
3036,WASHINGTON TRUST BANCORP INC,737468
3037,WASTE CONNECTIONS INC/DE,1057058
3038,WASTE MANAGEMENT INC,823768
3039,WATERS CORP /DE/,1000697
3040,WATSCO INC,105016
3041,WATSON PHARMACEUTICALS INC,884629
3042,WATTS WATER TECHNOLOGIES INC,795403
3043,WAUSAU MOSINEE PAPER CORP,105076
3044,WAVE SYSTEMS CORP,919013
3045,WAYNE SAVINGS BANCSHARES INC /DE/,1036030
3046,WCA WASTE CORP,1282398
3047,WD 40 CO,105132
3048,WEBSENSE INC,1098277
3049,WEBSTER FINANCIAL CORP,801337
3050,WEBSTER PREFERRED CAPITAL CORP,1047865
3051,WEGENER CORP,715073
3052,WEIDER NUTRITION INTERNATIONAL INC,1022368
3053,WEIGHT WATCHERS INTERNATIONAL INC,105319
3054,WEIS MARKETS INC,105418
3055,"WELLCARE HEALTH PLANS, INC.",1279363
3056,WELLPOINT INC,1156039
3057,WELLS FARGO & CO/MN,72971
3058,WELLS GARDNER ELECTRONICS CORP,105608
3059,WELLS REAL ESTATE INVESTMENT TRUST II INC,1252849
3060,WELLS REAL ESTATE INVESTMENT TRUST INC,1042776
3061,WELLSFORD REAL PROPERTIES INC,1038222
3062,WERNER ENTERPRISES INC,793074
3063,WESBANCO INC,203596
3064,WESCO INTERNATIONAL INC,929008
3065,WEST BANCORPORATION INC,1166928
3066,WEST COAST BANCORP /NEW/OR/,717059
3067,WEST CORP,1024657
3068,WEST MARINE INC,912833
3069,WEST PHARMACEUTICAL SERVICES INC,105770
3070,WEST SUBURBAN BANCORP INC,805080
3071,WESTAMERICA BANCORPORATION,311094
3072,WESTAR ENERGY INC /KS,54507
3073,WESTCOAST HOSPITALITY CORP,1052595
3074,WESTELL TECHNOLOGIES INC,1002135
3075,WESTERN DIGITAL CORP,106040
3076,WESTERN MASSACHUSETTS ELECTRIC CO,106170
3077,WESTFIELD FINANCIAL INC,1157647
3078,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,943452
3079,WESTLAKE CHEMICAL CORP,1262823
3080,WESTMORELAND COAL CO,106455
3081,WESTWOOD HOLDINGS GROUP INC,1165002
3082,WESTWOOD ONE INC /DE/,771950
3083,WEYCO GROUP INC,106532
3084,WEYERHAEUSER CO,106535
3085,WGL HOLDINGS INC,1103601
3086,WHIRLPOOL CORP /DE/,106640
3087,WHITE MOUNTAINS INSURANCE GROUP LTD,776867
3088,WHITING PETROLEUM CORP,1255474
3089,WHOLE FOODS MARKET INC,865436
3090,WILEY JOHN & SONS INC,107140
3091,WILLIAMS COMPANIES INC,107263
3092,WILLIAMS CONTROLS INC,854860
3093,WILLIS LEASE FINANCE CORP,1018164
3094,WILSHIRE BANCORP INC,1285224
3095,WILSON BANK HOLDING CO,885275
3096,WILSON GREATBATCH TECHNOLOGIES INC,1114483
3097,WINMARK CORP,908315
3098,WINN DIXIE STORES INC,107681
3099,WINTRUST FINANCIAL CORP,1015328
3100,WIRELESS FACILITIES INC,1069258
3101,WIRELESS TELECOM GROUP INC,878828
3102,WISCONSIN ELECTRIC POWER CO,107815
3103,WISCONSIN ENERGY CORP,783325
3104,WISCONSIN POWER & LIGHT CO,107832
3105,WISCONSIN PUBLIC SERVICE CORP,107833
3106,WMS INDUSTRIES INC /DE/,350077
3107,WOLVERINE WORLD WIDE INC /DE/,110471
3108,WOODWARD GOVERNOR CO,108312
3109,WORKSTREAM INC,1095266
3110,WORLD ACCEPTANCE CORP,108385
3111,WORLD FUEL SERVICES CORP,789460
3112,WORLD WRESTLING ENTERTAINMENTINC,1091907
3113,WORLDGATE COMMUNICATIONS INC,1030058
3114,WORTHINGTON INDUSTRIES INC,108516
3115,WPS RESOURCES CORP,916863
3116,WPT ENTERPRISES INC,1283843
3117,WRIGHT MEDICAL GROUP INC,1137861
3118,WSFS FINANCIAL CORP,828944
3119,"WSI INDUSTRIES, INC.",104897
3120,WVS FINANCIAL CORP,910679
3121,WYNN RESORTS LTD,1174922
3122,X RITE INC,790818
3123,XANSER CORP,54441
3124,XCEL ENERGY INC,72903
3125,XCYTE THERAPIES INC,1130166
3126,XEROX CORP,108772
3127,XILINX INC,743988
3128,XOMA LTD /DE/,791908
3129,YAHOO INC,1011006
3130,YELLOW ROADWAY CORP,716006
3131,YORK WATER CO,108985
3132,YOUNG INNOVATIONS INC,949874
3133,YP CORP,1045742
3134,YUM BRANDS INC,1041061
3135,ZALE CORP,109156
3136,ZAP COM CORP,1083243
3137,ZAPATA CORP,109177
3138,ZEBRA TECHNOLOGIES CORP/DE,877212
3139,ZHONE TECHNOLOGIES INC,1101680
3140,ZIMMER HOLDINGS INC,1136869
3141,ZIONS BANCORPORATION /UT/,109380
3142,ZIPREALTY INC,1142512
3143,ZIX CORP,855612
3144,ZOLL MEDICAL CORPORATION,887568
3145,ZOLTEK COMPANIES INC,890923
3146,ZONAGEN INC,897075
3147,ZOOM TECHNOLOGIES INC,822708
3148,ZUNICOM INC,886912
3149,ZYGO CORP,730716
